          46          43
           5
  0.00000E+00  0.00000E+00  0.50000E-01
  0.86603E-01  0.00000E+00  0.00000E+00
  0.86603E-01  0.00000E+00  0.00000E+00
 -0.86603E-01  0.00000E+00  0.00000E+00
 -0.86603E-01  0.00000E+00  0.00000E+00
  -1.1366  -1.0500  0.15688E-01
  -1.1366  -1.0000  0.61831E-02
  -1.1366  -0.9500  0.10574E-03
  -1.1366  -0.9000  0.53273E-02
  -1.1366  -0.8500  0.12991E-01
  -1.1366  -0.8000  0.12952E-01
  -1.1366  -0.7500  0.89326E-02
  -1.1366  -0.7000  0.10552E-01
  -1.1366  -0.6500  0.17349E-01
  -1.1366  -0.6000  0.19576E-01
  -1.1366  -0.5500  0.12569E-01
  -1.1366  -0.5000  0.30436E-02
  -1.1366  -0.4500  0.25360E-03
  -1.1366  -0.4000  0.55443E-02
  -1.1366  -0.3500  0.12658E-01
  -1.1366  -0.3000  0.15678E-01
  -1.1366  -0.2500  0.14272E-01
  -1.1366  -0.2000  0.12085E-01
  -1.1366  -0.1500  0.12226E-01
  -1.1366  -0.1000  0.14835E-01
  -1.1366  -0.0500  0.17808E-01
  -1.1366   0.0000  0.18809E-01
  -1.1366   0.0500  0.16783E-01
  -1.1366   0.1000  0.12492E-01
  -1.1366   0.1500  0.81152E-02
  -1.1366   0.2000  0.59099E-02
  -1.1366   0.2500  0.63429E-02
  -1.1366   0.3000  0.72666E-02
  -1.1366   0.3500  0.58032E-02
  -1.1366   0.4000  0.20057E-02
  -1.1366   0.4500  0.33379E-04
  -1.1366   0.5000  0.38200E-02
  -1.1366   0.5500  0.11297E-01
  -1.1366   0.6000  0.15619E-01
  -1.1366   0.6500  0.14041E-01
  -1.1366   0.7000  0.12417E-01
  -1.1366   0.7500  0.16318E-01
  -1.1366   0.8000  0.20365E-01
  -1.1366   0.8500  0.14844E-01
  -1.1366   0.9000  0.34453E-02
  -1.1366   0.9500  0.28287E-02
  -1.1366   1.0000  0.18297E-01
  -1.1366   1.0500  0.31910E-01
  -1.0866  -1.0500  0.15259E-01
  -1.0866  -1.0000  0.20310E-02
  -1.0866  -0.9500  0.17834E-02
  -1.0866  -0.9000  0.97920E-02
  -1.0866  -0.8500  0.11208E-01
  -1.0866  -0.8000  0.51061E-02
  -1.0866  -0.7500  0.38551E-02
  -1.0866  -0.7000  0.11727E-01
  -1.0866  -0.6500  0.18360E-01
  -1.0866  -0.6000  0.15290E-01
  -1.0866  -0.5500  0.81275E-02
  -1.0866  -0.5000  0.74799E-02
  -1.0866  -0.4500  0.14311E-01
  -1.0866  -0.4000  0.19884E-01
  -1.0866  -0.3500  0.17439E-01
  -1.0866  -0.3000  0.91949E-02
  -1.0866  -0.2500  0.21798E-02
  -1.0866  -0.2000  0.57279E-03
  -1.0866  -0.1500  0.32363E-02
  -1.0866  -0.1000  0.67678E-02
  -1.0866  -0.0500  0.90439E-02
  -1.0866   0.0000  0.98731E-02
  -1.0866   0.0500  0.95097E-02
  -1.0866   0.1000  0.76383E-02
  -1.0866   0.1500  0.41829E-02
  -1.0866   0.2000  0.77658E-03
  -1.0866   0.2500  0.42379E-03
  -1.0866   0.3000  0.45344E-02
  -1.0866   0.3500  0.10261E-01
  -1.0866   0.4000  0.12473E-01
  -1.0866   0.4500  0.98264E-02
  -1.0866   0.5000  0.73840E-02
  -1.0866   0.5500  0.10219E-01
  -1.0866   0.6000  0.15203E-01
  -1.0866   0.6500  0.14418E-01
  -1.0866   0.7000  0.82108E-02
  -1.0866   0.7500  0.74569E-02
  -1.0866   0.8000  0.16855E-01
  -1.0866   0.8500  0.23791E-01
  -1.0866   0.9000  0.15770E-01
  -1.0866   0.9500  0.35690E-02
  -1.0866   1.0000  0.94235E-02
  -1.0866   1.0500  0.32211E-01
  -1.0366  -1.0500  0.91901E-02
  -1.0366  -1.0000  0.26506E-02
  -1.0366  -0.9500  0.10168E-01
  -1.0366  -0.9000  0.14511E-01
  -1.0366  -0.8500  0.69303E-02
  -1.0366  -0.8000  0.30921E-03
  -1.0366  -0.7500  0.66919E-02
  -1.0366  -0.7000  0.18226E-01
  -1.0366  -0.6500  0.21182E-01
  -1.0366  -0.6000  0.17209E-01
  -1.0366  -0.5500  0.18332E-01
  -1.0366  -0.5000  0.26903E-01
  -1.0366  -0.4500  0.32131E-01
  -1.0366  -0.4000  0.25771E-01
  -1.0366  -0.3500  0.12786E-01
  -1.0366  -0.3000  0.43213E-02
  -1.0366  -0.2500  0.50413E-02
  -1.0366  -0.2000  0.10151E-01
  -1.0366  -0.1500  0.12374E-01
  -1.0366  -0.1000  0.91002E-02
  -1.0366  -0.0500  0.33727E-02
  -1.0366   0.0000  0.78589E-04
  -1.0366   0.0500  0.17115E-02
  -1.0366   0.1000  0.66027E-02
  -1.0366   0.1500  0.10374E-01
  -1.0366   0.2000  0.98175E-02
  -1.0366   0.2500  0.65031E-02
  -1.0366   0.3000  0.61365E-02
  -1.0366   0.3500  0.12565E-01
  -1.0366   0.4000  0.22168E-01
  -1.0366   0.4500  0.26854E-01
  -1.0366   0.5000  0.24259E-01
  -1.0366   0.5500  0.21358E-01
  -1.0366   0.6000  0.23631E-01
  -1.0366   0.6500  0.24691E-01
  -1.0366   0.7000  0.15794E-01
  -1.0366   0.7500  0.40020E-02
  -1.0366   0.8000  0.66670E-02
  -1.0366   0.8500  0.23653E-01
  -1.0366   0.9000  0.32049E-01
  -1.0366   0.9500  0.20131E-01
  -1.0366   1.0000  0.93115E-02
  -1.0366   1.0500  0.23076E-01
  -0.9866  -1.0500  0.11307E-01
  -0.9866  -1.0000  0.17184E-01
  -0.9866  -0.9500  0.24909E-01
  -0.9866  -0.9000  0.17433E-01
  -0.9866  -0.8500  0.29530E-02
  -0.9866  -0.8000  0.18526E-02
  -0.9866  -0.7500  0.14186E-01
  -0.9866  -0.7000  0.21932E-01
  -0.9866  -0.6500  0.19137E-01
  -0.9866  -0.6000  0.18524E-01
  -0.9866  -0.5500  0.27144E-01
  -0.9866  -0.5000  0.33701E-01
  -0.9866  -0.4500  0.26274E-01
  -0.9866  -0.4000  0.10552E-01
  -0.9866  -0.3500  0.24789E-02
  -0.9866  -0.3000  0.88781E-02
  -0.9866  -0.2500  0.21972E-01
  -0.9866  -0.2000  0.30298E-01
  -0.9866  -0.1500  0.29540E-01
  -0.9866  -0.1000  0.23015E-01
  -0.9866  -0.0500  0.15991E-01
  -0.9866   0.0000  0.11740E-01
  -0.9866   0.0500  0.11347E-01
  -0.9866   0.1000  0.14394E-01
  -0.9866   0.1500  0.18501E-01
  -0.9866   0.2000  0.19397E-01
  -0.9866   0.2500  0.14194E-01
  -0.9866   0.3000  0.61315E-02
  -0.9866   0.3500  0.39019E-02
  -0.9866   0.4000  0.12464E-01
  -0.9866   0.4500  0.25112E-01
  -0.9866   0.5000  0.30197E-01
  -0.9866   0.5500  0.26960E-01
